ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,genero_NUM,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM
2016,2009,,0,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,163.0,678.0,14.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1.0,Fase 3 (7º e 8º ano),Feminino,6.9,5.0,5.1,12.0,9.2,,7.7730935185,6.323,7.5595,Não,6.7,Rede Decisão,7.5,5.0,5.833,4.2,3.0,Quartzo,Ametista,Ametista,Quartzo,Ágata,nan,6.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,nan,Não indicado,B,6.323,Quartzo,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
"202200,00%",,,0,Cursando,Avaliador-19,Avaliador-17,Avaliador-25,Avaliador-2,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Dom Pedro Villas Boas de Souza,2.0,Fase 2 (5° e 6° ano),Feminino,8.5,10.0,9.3,11.0,8.7,,8.0,8.058,8.048,nan,6.7,Pública,7.5,6.9,8.0,9.0,4.0,nan,Ametista,Topázio,nan,Ametista,Topázio,9.5,nan,nan,,,nan,2H,8.0,nan,1,0.0,2.0,3.0,0.0,2.0,3.0,0.0
2022,,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Masculino,10.0,5.0,6.1,12.0,9.9,7,7.7730935185,6.741,7.5595,nan,6.7,Pública,5.6,3.1,6.265,6.5,2.0,nan,Agata,Ametista,nan,Ágata,nan,5.7,nan,nan,nan,nan,nan,ALFA J - G2/G3,7,nan,0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
2022,,,0,,Avaliador-32,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Feminino,9.5,10.0,7.0,12.0,8.7,9,7.7730935185,7.451,7.5595,nan,6.7,Pública,9.0,7.5,9.343333333,5.8,3.0,nan,Topázio,Ametista,nan,Ametista,nan,8.2,nan,nan,nan,nan,nan,2U,9,nan,1,0.0,3.0,2.0,0.0,2.0,0.0,0.0
2021,,,0,,Avaliador-24,Avaliador-7,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 6 (2° EM),Masculino,8.3,10.0,6.2,16.0,7.0,"7,382108333",7.7730935185,7.533,7.5595,nan,7.5,Pública,7.96875,6.26,7.4625,6.7,4.0,nan,Ametista,Ametista,Ágata,Ametista,nan,4.3,nan,nan,nan,nan,nan,6A,"7,382108333",nan,0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Universidade Santo Amaro (UNISA),2.0,Fase 8 (Universitários),Feminino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Privada *Parcerias com Bolsa 100%,7.5,7.5,7.5875,6.3,0.0,nan,Ametista,#DIV/0!,nan,nan,nan,6.7,nan,nan,,,nan,8E,,nan,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,,,0,Cursando,Avaliador-20,Avaliador-19,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Joaquim Mendes Feliz,2.0,Fase 2 (5° e 6° ano),Masculino,8.0,10.0,9.0,12.0,9.5,,9.0,8.306,7.891,nan,6.7,Pública,8.4,7.5,7.9,9.5,3.0,nan,Ametista,Topázio,Topázio,Topázio,Ametista,8.5,nan,nan,,,nan,2D,9.0,nan,0,0.0,2.0,3.0,3.0,3.0,2.0,0.0
"202300,00%",,,0,Cursando,Avaliador-20,Avaliador-21,Avaliador-26,Avaliador-10,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EM Alfredo Schunk,2.0,Fase 3 (7° e 8° ano),Feminino,8.8,10.0,8.0,13.0,6.8,,8.0,7.306,7.881,nan,7.5,Pública,6.9,8.1,7.8,9.0,4.0,nan,Ametista,Ametista,nan,nan,Ametista,7.5,nan,nan,,,nan,3L,8.0,nan,1,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2021,,,0,Cursando,Avaliador-21,Avaliador-23,Avaliador-20,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 3 (7° e 8° ano),Masculino,9.6,10.0,5.3,13.0,3.4,,6.0,5.818,7.231,nan,7.0,Pública,7.3,6.9,6.4,5.5,3.0,nan,Ametista,Agata,Ágata,Quartzo,Ametista,3.5,nan,nan,,,nan,3U,6.0,nan,0,0.0,2.0,1.0,1.0,0.0,2.0,0.0
"201800,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Masculino,0.0,5.0,8.3,12.0,7.1,7,7.7730935185,6.683,7.5595,nan,6.7,Privada,7.9,5.0,8.71,7.5,3.0,Quartzo,Agata,Ametista,Quartzo,Ágata,nan,9.0,nan,nan,nan,nan,nan,2A,7,Quartzo,0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
"202200,00%",,,0,Cursando,Avaliador-3,Avaliador-16,Avaliador-15,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE João Ortiz Rodrigues,2.0,Fase 2 (5° e 6° ano),Feminino,8.4,5.0,3.8,12.0,5.3,,5.0,6.896,6.271,nan,6.7,Pública,5.8,5.0,4.2,3.5,3.0,nan,Ametista,Quartzo,nan,Ágata,Agata,4.0,nan,nan,,,nan,1H,5.0,nan,1,0.0,2.0,0.0,0.0,1.0,1.0,0.0
2022,2006,,0,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,45.0,716.0,14.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5.0,Fase 6 (2º EM),Feminino,7.9,5.0,4.8,12.0,6.9,,7.7730935185,6.058,7.5595,Não,6.7,Escola Pública,7.5,7.5,6.125,3.0,3.0,nan,Ametista,Ametista,nan,Ágata,nan,6.5,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,nan,Não atendido,B,6.058,nan,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,INSPER,2.0,Fase 8 (Universitários),Feminino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Privada *Parcerias com Bolsa 100%,7.5,7.5,7.5875,6.3,0.0,nan,Ametista,#DIV/0!,nan,nan,nan,6.7,nan,nan,,,nan,8E,,nan,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022,2010,,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,120.0,660.0,15.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Feminino,6.4,5.0,4.7,12.0,8.7,,7.7730935185,6.408,7.5595,Não,6.7,Escola Pública,7.5,5.6,7.056,4.2,3.0,nan,Ametista,Ametista,nan,Ágata,nan,5.2,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Requer avaliação,L,6.408,nan,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
"202300,00%",,,0,,Avaliador-15,Avaliador-4,Avaliador-3,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Feminino,8.5,10.0,8.4,9.0,8.9,9,7.7730935185,7.306,7.5595,nan,6.7,Pública,8.8,6.3,8.613333333,7.0,3.0,nan,Topázio,Ametista,nan,nan,nan,9.8,nan,nan,nan,nan,nan,1H,9,nan,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2022,2009,,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,82.0,531.0,6.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Masculino,8.5,5.0,5.8,12.0,8.3,,7.7730935185,6.875,7.5595,Não,6.7,Escola Pública,7.5,7.5,6.611,6.0,3.0,nan,Ametista,Ametista,nan,Ágata,nan,5.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Sem limitações,M,6.875,nan,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2023,,,0,Cursando,Avaliador-19,Avaliador-5,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE João Ortiz Rodrigues,2.0,Fase 2 (5° e 6° ano),Masculino,9.5,10.0,5.0,12.0,7.8,,7.0,7.306,6.505,nan,6.7,Pública,7.2,6.3,7.4,2.5,3.0,nan,Ametista,Ametista,nan,nan,Agata,7.5,nan,nan,,,nan,2C,7.0,nan,0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,FIAP School - SP,2.0,Fase 6 (2° EM),Feminino,9.6,10.0,8.9,12.0,9.5,,8.61745,9.354,7.5595,nan,8.6,Privada *Parcerias com Bolsa 100%,7.5,7.2,7.5,9.2,0.0,Topázio,Ametista,Topázio,Topázio,Topázio,nan,8.9,nan,nan,,,nan,7E,8.61745,Topázio,1,3.0,2.0,3.0,3.0,3.0,0.0,3.0
2021,,,0,,Avaliador-19,Avaliador-4,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Feminino,0.0,5.0,6.9,11.0,9.0,7,7.7730935185,7.107,7.5595,nan,6.7,Pública,7.7,7.5,8.116666667,5.5,3.0,nan,Agata,Ametista,Ametista,Ametista,nan,8.2,nan,nan,nan,nan,nan,1L,7,nan,1,0.0,1.0,2.0,2.0,2.0,0.0,0.0
"202200,00%",,,0,,Avaliador-11,Avaliador-2,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Masculino,8.0,10.0,8.7,8.0,8.5,8,7.7730935185,7.263,7.5595,nan,6.7,Pública,6.9,7.5,7.835,8.5,2.0,nan,Topázio,Ametista,nan,Ametista,nan,8.9,nan,nan,nan,nan,nan,ALFA V - G0/G1,8,nan,0,0.0,3.0,2.0,0.0,2.0,0.0,0.0
2022,2009,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,128.0,823.0,12.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Feminino,0.0,10.0,3.1,12.0,4.6,,7.7730935185,4.966,7.5595,Não,0.2,Escola Pública,7.5,7.5,5.583,4.3,4.0,nan,Ametista,Ametista,nan,Quartzo,nan,4.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não atendido,E,4.966,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,Cursando,Avaliador-21,Avaliador-7,Avaliador-10,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Colégio Arco Íris Evolução,2.0,Fase 3 (7° e 8° ano),Feminino,8.3,10.0,8.3,12.0,9.3,,8.0,7.306,8.316,nan,10.0,Privada - Programa de Apadrinhamento,7.3,6.3,7.9,8.0,3.0,nan,Ametista,Topázio,nan,nan,Topázio,7.0,nan,nan,,,nan,3K,8.0,nan,1,0.0,2.0,3.0,0.0,0.0,3.0,0.0
"202300,00%",,,0,,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 4 (9° ano),Feminino,9.6,5.0,3.7,14.0,8.8,7,7.7730935185,7.306,7.5595,nan,2.7,Pública,7.2,6.3,6.965,5.0,4.0,nan,Agata,Ametista,nan,nan,nan,3.3,nan,nan,nan,nan,nan,3B,7,nan,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2021,2007,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,138.0,840.0,13.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 5 (1º EM),Feminino,0.0,5.0,3.7,12.0,3.7,,7.7730935185,4.572,7.5595,Não,4.5,Escola Pública,7.5,7.5,5.958,2.0,4.0,nan,Ametista,Ametista,Quartzo,Quartzo,nan,4.7,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não atendido,F,4.572,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2019,2011,,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,37.0,235.0,7.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Feminino,8.0,10.0,6.2,12.0,8.3,,7.7730935185,7.695,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.056,4.8,3.0,Topázio,Ametista,Ametista,Ametista,Ametista,nan,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,L,7.695,Topázio,1,3.0,2.0,2.0,2.0,2.0,0.0,3.0
2022,,,0,Cursando,Avaliador-21,Avaliador-16,Avaliador-26,Avaliador-7,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Colégio Arco Íris Evolução,2.0,Fase 3 (7° e 8° ano),Feminino,10.0,10.0,5.8,13.0,9.2,,8.0,7.665,7.797,nan,9.0,Privada - Programa de Apadrinhamento,8.8,7.5,9.1,5.0,4.0,nan,Ametista,Topázio,nan,Ametista,Ametista,3.5,nan,nan,,,nan,3G,8.0,nan,1,0.0,2.0,3.0,0.0,2.0,2.0,0.0
"202400,00%",,,0,Cursando,Avaliador-3,Avaliador-11,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Luiz Schunck,2.0,ALFA (1° e 2° ano),Feminino,8.5,10.0,6.0,12.0,9.0,,7.0,7.306,7.5595,nan,6.7,Pública,5.6,5.6,6.2,4.0,2.0,nan,Ametista,Ametista,nan,nan,nan,8.0,nan,nan,,,nan,ALFA R - G0/G1,7.0,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2023,,,0,,Avaliador-32,Avaliador-7,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 7 (3° EM),Masculino,8.8,10.0,9.0,12.0,9.3,"8,187766667",7.7730935185,7.306,7.5595,nan,9.3,Pública,6.875,5.0,7.2925,9.5,4.0,nan,Topázio,Ametista,nan,nan,nan,8.3,nan,nan,nan,nan,nan,7A,"8,187766667",nan,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2023,,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Feminino,7.9,5.0,8.5,12.0,8.1,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,6.3,7.5,9.84,8.5,2.0,nan,Ametista,Ametista,nan,nan,nan,8.5,nan,nan,nan,nan,nan,ALFA S - G2/G3,8,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2023,,,0,Cursando,Avaliador-3,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EM Maria Ignez Concelles Irma Ines,2.0,Fase 1 (3° e 4° ano),Masculino,8.0,5.0,8.3,12.0,8.7,,8.0,7.306,7.652,nan,6.7,Pública,6.9,7.5,7.5,10.0,2.0,nan,Ametista,Ametista,nan,nan,Ametista,6.5,nan,nan,,,nan,ALFA J - G2/G3,8.0,nan,0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2024,,,0,Cursando,Avaliador-15,Avaliador-2,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Helio Luiz Dobrochinski Prof,2.0,Fase 2 (5° e 6° ano),Masculino,9.5,5.0,7.8,12.0,8.9,,8.0,7.306,7.5595,nan,6.7,Pública,9.0,7.5,8.1,8.5,2.0,nan,Ametista,Topázio,nan,nan,nan,7.0,nan,nan,,,nan,1L,8.0,nan,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
2024,,,0,Cursando,Avaliador-3,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Luiz Schunck,2.0,ALFA (1° e 2° ano),Feminino,8.5,10.0,8.0,7.0,8.6,,8.0,7.306,7.5595,nan,6.7,Pública,7.5,6.3,7.5,8.0,2.0,nan,Ametista,Topázio,nan,nan,nan,8.0,nan,nan,,,nan,ALFA S - G2/G3,8.0,nan,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,,Avaliador-21,Avaliador-6,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 5 (1° EM),Masculino,9.6,5.0,5.0,12.0,8.1,7,7.7730935185,7.306,7.5595,nan,4.5,Pública,6.9,4.4,7.17,6.7,4.0,nan,Agata,Ametista,nan,nan,nan,3.7,nan,nan,nan,nan,nan,4C,7,nan,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2022,2013,,0,,Avaliador-11,Avaliador-3,nan,nan,,,152.0,533.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Masculino,9.0,5.0,8.0,12.0,6.2,,7.7730935185,6.864,7.5595,Não,6.7,Escola Pública,7.5,5.0,7.833,8.0,2.0,nan,Ametista,Ametista,nan,Ágata,nan,8.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Não indicado,C,6.864,nan,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2021,2006,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,33.0,413.0,5.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,4.0,Fase 6 (2º EM),Feminino,7.1,5.0,7.2,12.0,8.4,,7.7730935185,7.245,7.5595,Sim,9.0,Escola Pública,7.5,6.3,7.625,5.7,4.0,nan,Ametista,Ametista,Ágata,Ametista,nan,6.8,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,B,7.245,nan,1,0.0,2.0,2.0,1.0,2.0,0.0,0.0
2022,,,0,,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Feminino,0.0,10.0,8.3,13.0,9.3,8,7.7730935185,7.958,7.5595,nan,8.3,Pública,8.0,5.6,8.625,7.7,4.0,nan,Ametista,Ametista,nan,Ametista,nan,8.8,nan,nan,nan,nan,nan,3F,8,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
"202200,00%",,,0,,Avaliador-32,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Masculino,0.0,5.0,4.4,12.0,7.8,6,7.7730935185,6.746,7.5595,nan,6.7,Pública,6.7,7.5,6.106666667,3.0,3.0,nan,Quartzo,Ametista,nan,Ágata,nan,5.7,nan,nan,nan,nan,nan,2U,6,nan,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2021,2005,,1,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,6.0,147.0,6.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6.0,Fase 7 (3º EM),Feminino,8.3,5.0,6.9,12.0,8.3,,7.7730935185,7.979,7.5595,Sim,7.7,Escola Pública,7.5,8.8,9.667,9.2,4.0,nan,Ametista,Ametista,Topázio,Ametista,nan,3.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,A,7.979,nan,1,0.0,2.0,2.0,3.0,2.0,0.0,0.0
2023,,,0,,Avaliador-11,Avaliador-2,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Feminino,9.5,10.0,9.3,8.0,9.6,9,7.7730935185,7.306,7.5595,nan,6.7,Privada,8.1,7.5,8.336666667,9.2,2.0,nan,Topázio,Ametista,nan,nan,nan,9.4,nan,nan,nan,nan,nan,ALFA F - G0/G1,9,nan,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0
"202100,00%",,,0,Cursando,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,Avaliador-26,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Alexandre Rodrigues Nogueira,2.0,Fase 5 (1° EM),Masculino,9.2,5.0,3.0,12.0,6.3,,6.0,6.777,6.224,nan,4.0,Pública,6.8,5.6,6.4,2.0,5.0,Ametista,Ametista,Quartzo,Ágata,Ágata,Agata,3.0,nan,nan,,,nan,4F,6.0,Ametista,0,2.0,2.0,0.0,1.0,1.0,1.0,2.0
2021,,,0,,Avaliador-15,Avaliador-4,Avaliador-3,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Feminino,8.5,10.0,8.4,9.0,9.5,9,7.7730935185,7.973,7.5595,nan,6.7,Pública,8.1,7.5,8.443333333,7.5,3.0,nan,Topázio,Ametista,Topázio,Ametista,nan,9.3,nan,nan,nan,nan,nan,1G,9,nan,1,0.0,3.0,2.0,3.0,2.0,0.0,0.0
"202300,00%",,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Feminino,9.0,10.0,7.8,8.0,9.8,9,7.7730935185,7.306,7.5595,nan,6.7,Pública,8.1,9.4,8.67,8.0,2.0,nan,Topázio,Ametista,nan,nan,nan,7.5,nan,nan,nan,nan,nan,ALFA E - G2/G3,9,nan,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2019,2005,,1,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,2.0,9.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6.0,Fase 7 (3º EM),Feminino,10.0,5.0,8.0,12.0,9.5,,7.7730935185,8.843,7.5595,Não,9.3,Rede Decisão,7.5,9.4,10.0,9.0,4.0,Topázio,Ametista,Ametista,Topázio,Topázio,nan,5.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,A,8.843,Topázio,1,3.0,2.0,2.0,3.0,3.0,0.0,3.0
2023,,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 4 (9° ano),Feminino,10.0,5.0,6.5,14.0,10.0,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,9.0,2.5,8.59,8.0,3.0,nan,Ametista,Ametista,nan,nan,nan,5.0,nan,nan,nan,nan,nan,2B,8,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022,2005,,0,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,50.0,768.0,15.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5.0,Fase 7 (3º EM),Feminino,7.5,5.0,4.5,12.0,5.6,,7.7730935185,5.665,7.5595,Não,6.7,Escola Pública,7.5,7.5,5.917,3.0,3.0,nan,Ametista,Ametista,nan,Quartzo,nan,6.0,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,nan,Não atendido,B,5.665,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2019,,,0,,nan,nan,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 8 (Universitários),Feminino,8.8,10.0,6.7,18.0,8.7,,7.7730935185,8.843,7.5595,nan,6.7,Privada *Parcerias com Bolsa 100%,7.5,7.5,7.5875,6.3,3.0,Topázio,nan,Ametista,Topázio,Topázio,nan,6.7,nan,nan,nan,nan,nan,8E,8.843,Topázio,1,3.0,0.0,2.0,3.0,3.0,0.0,3.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,Bolsista Universitário *Formado (a),9.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Bolsista Universitário *Formado (a),7.5,7.5,7.5875,6.3,0.0,nan,Ametista,INCLUIR,nan,nan,nan,6.7,nan,nan,,,nan,9,,nan,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022,2014,,0,,Avaliador-11,Avaliador-3,nan,nan,,,176.0,695.0,10.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Masculino,0.0,10.0,5.9,12.0,5.0,,7.7730935185,6.253,7.5595,Sim,6.7,Escola Pública,7.5,8.1,8.333,6.0,2.0,nan,Ametista,Ametista,nan,Ágata,nan,5.8,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,nan,Não atendido,Y,6.253,nan,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
"202200,00%",,,0,Cursando,Avaliador-21,Avaliador-7,Avaliador-10,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 2 (5° e 6° ano),Masculino,10.0,10.0,7.7,12.0,8.6,,8.0,8.2,8.533,nan,8.0,Pública,7.1,9.4,7.3,8.0,3.0,nan,Ametista,Topázio,nan,Topázio,Topázio,7.0,nan,nan,,,nan,3K,8.0,nan,0,0.0,2.0,3.0,0.0,3.0,3.0,0.0
